uuid,organization_name,location_name,street,city,state,postal_code,country,lat,lng,streetview_url
1fc725de-81be-4af3-b4d1-80fc7483a5bd,Metro Community Health Centers,Queens,51-40 59th St,Queens,NY,11377,US,40.73507602153633,-73.90675467243358,
b83f5671-e530-41ad-9af1-5add0fbe4f72,Jewish Community Council of Greater Coney Island (JCCGCI),Haber House Senior Center,3024 W 24th St,Brooklyn,NY,11224,US,40.5729282,-73.9907934,
a15ef6b6-832a-40bc-af9b-ab877bb71926,"Urban Neighborhood Services, Inc.",A location by Jewish Community Council of Greater Coney Island,1618 Mermaid Ave,Brooklyn,NY,11224,US,40.57652608688046,-73.98432172438402,
20c951e9-e7fb-47a1-a01c-9c1333e3cab1,Damian Family Care Centers,Family Care Center,137-50 Jamaica Ave,Queens,NY,11435,US,40.70220478421247,-73.81498663321388,
2e020085-505d-495b-be7f-75aa797bfc9b,NYC Health + Hospitals,Jacobi Medical Center,1400 Pelham Pkwy S,Bronx,NY,10461,US,40.85647186568543,-73.84744849230516,
69d496ed-0a4e-4bd3-be04-4e4ade16c5fe,Project Renewal,Fort Washington Men's Shelter,651 W 168th St,New York,NY,10032,US,40.84183714092421,-73.94107067236061,
74151e6b-630c-4214-9bbf-1f24671eeda7,RevCore Recovery Center,Manhattan,"394 Broadway, 4th Fl",New York,NY,10013,US,40.71837272180581,-74.00225126751846,
2bdca5ea-0198-4ee7-bf77-42c6da2a2d14,Outreach Project,Richmond Hill,117-11 Myrtle Ave,Queens,NY,11418,US,40.700153597364334,-73.83194486168802,
5ad292c7-af3f-41e7-bece-7711edbd1aa7,Metropolitan Center for Mental Health,86th Street,160 W 86th St,New York,NY,10024,US,40.7872577590279,-73.97449677816225,
23657c92-c80c-4c14-9c18-9eada43acefa,Legal Aid Society,Manhattan Civil Courthouse,"111 Centre St, Room 106",New York,NY,10013,US,40.71677559515153,-74.00137799179542,
34ac3d9d-b79e-4f41-8d93-ef81192a52c4,Catholic Charities Brooklyn and Queens (CCBQ),Rockaway Behavioral Health Clinic,1847 Mott Ave,Queens,NY,11691,US,40.6033726218823,-73.75158461209767,
e2764c22-a814-4d16-b004-387efaaca6fe,New Horizon Counseling Center,Arverne,66-03 Beach Channel Dr,Far Rockaway,NY,11693,US,40.59275550507529,-73.7954475861934,
d58bf45e-75af-4980-ae50-35aae247bebe,Lafayette Medical Approach,,233 Lafayette St,New York,NY,10012,US,40.72248305028911,-73.99685263914479,
84767006-11b2-4635-906e-db06663c2937,Creedmoor Psychiatric Center,Family Outreach Program,"79-25 Winchester Blvd, Building 40 room, 16-2A",Queens,NY,11427,US,40.741444471012514,-73.73175834643062,
644fd60e-bdaa-4c78-ab19-7252129d44fe,Southside United HDFC - Los Sures,Pantry III in Senior Housing Building,357 S 3rd St,Brooklyn,NY,11211,US,40.709516234265365,-73.95321977330444,
8bad2f7e-440d-4eb9-b1a3-0c6820d8e6d6,Southside United HDFC - Los Sures,Main Location,434 S 5th St,Brooklyn,NY,11211,US,40.70691922070013,-73.9517146308132,
7efc72f8-351d-4f15-acbd-1c3a583f9b32,Southside United HDFC - Los Sures,Pantry II in Senior Housing Building,80 Clymer St,Brooklyn,NY,11211,US,40.70486577893091,-73.96567298679628,
9c710f03-7935-40e7-9a0f-a1d90c5dd69c,Southside United HDFC - Los Sures,Closed,160 S 2nd St,Brooklyn,NY,11211,US,40.7128404,-73.9613766,
dea3138c-6b76-480f-89e8-b6aafec39c27,Southside United HDFC - Los Sures,David Santiago Senior Center,201 S 4th St,Brooklyn,NY,11211,US,40.71100461966713,-73.96003899100074,
8a3136e8-75fc-49fd-abd0-7a76566de7d5,New Horizon Counseling Center,Day Treatment Program,720 Beach 20th St,Far Rockaway,NY,11691,US,40.602188533668446,-73.75322621305057,
686f6669-e09b-4726-8bb5-715bbcabe19b,Urban Health Plan (UHP),Bella Vista Health Center,890 Hunts Point Ave,Bronx,NY,10474,US,40.81930829210312,-73.88930560757221,
85f17c89-ed89-4beb-a4ed-3200c9db4a7e,Urban Health Plan (UHP),Plaza del Sol Health Center,3712 108th St,Queens,NY,11368,US,40.7535031142349,-73.86044741247021,
82fc28d6-54f3-494e-83f0-1e40ee7a7754,Catholic Charities Brooklyn and Queens (CCBQ),Flatbush Addiction Treatment Center,1623 Flatbush Ave,Brooklyn,NY,11210,US,40.63108582633307,-73.94495650361524,
6ddf2561-8058-4b26-aa5e-13f09909a1b2,Damian Family Care Centers,Firehouse Health Center,89-56 162nd Street,Jamaica,NY,11432,US,40.70509085884781,-73.79835435034434,
cf6f8b7c-55b5-401e-b772-d15d1fbefe31,CUNY Hostos Community College,CUNY Fatherhood Academy (CFA),560 Exterior St,Bronx,NY,10451,US,40.81974451551627,-73.93018053891649,
d9fb94fd-a0bd-452e-82cf-01de86b5644f,The Second Wind,,"928 Broadway, Suite 403",New York,NY,10010,US,40.740105911452794,-73.98915745719918,
c5a50b6c-f3b4-4f7e-943d-9588c0aab544,Hudson Pride Center,Jersey City,3000 John F. Kennedy Blvd,Jersey City,NJ,07306,US,40.73552815789878,-74.06288443644992,
daa99106-a612-485d-86cc-621e1dad64d4,New Horizon Counseling Center,Rockaway Beach,88-02 Rockaway Beach Blvd,Queens,NY,11693,US,40.58747446759078,-73.81328986504647,
48cf916d-214d-4aa1-8d40-bbbe84e18384,NYU Langone,Community Medicine Program at BRC,317 Bowery Street,New York,NY,10003,US,40.72514257122048,-73.99195241934906,
1a9a87b9-9564-4dcf-88cb-0513beff0b6b,Damian Family Care Centers,Third Avenue,2604 3rd Ave.,Bronx,NY,10454,US,40.81185366675363,-73.92503728150487,
d842b54c-0576-4b7c-909a-252abd3fb537,Healthcare Choices,East New York,179 Jamaica Ave,Brooklyn,NY,11207,US,40.67990122155678,-73.89405870308815,
044a0f34-0c9c-4794-896b-a4ddde9b7881,Urban Health Plan (UHP),St. Lawrence Community Health Center,1764 Westchester Ave,Bronx,NY,10472,US,40.83125764248053,-73.86775106117084,
ad624d3e-d2f0-48fc-be03-19098c89310c,Unitas,St. Marks Institute for Mental Health,57 St. Marks Pl,New York,NY,10003,US,40.72821772875231,-73.9864639070701,
40719e07-f376-4545-9804-72b1bb5b8b26,"Lower Eastside Service Center, Inc.",Administrative Office,"80 Maiden Lane 3rd Floor, Suite #305",New York,NY,10038,US,40.7071367,-74.00761059999999,
9f8fe620-2d2c-4372-b460-cb6beda558ce,Legal Services NYC,Queens,"89-00 Sutphin Blvd, 5th Fl",Queens,NY,11435,US,40.70362986421478,-73.8089261881418,
7ce33508-e033-49cf-8e50-6edeb2d36709,Ryan Health,Upper West Side,110 W 97th St,New York,NY,10025,US,40.79355435335615,-73.96756150852706,
c0f35a80-5950-4618-a733-5704f7d99872,Jewish Board of Family and Children�s Services,Dr. Eugene D. Glynn Manhattan North Counseling Center,"5030 Broadway, Suite 201",New York,NY,10034,US,40.86890258229013,-73.91696397438801,
e4a3b4e4-192e-4b96-a9a9-d2f3a210c76d,Ryan Health Chelsea-Clinton,Midtown West,645 10th Ave,New York,NY,10036,US,40.762078504089345,-73.99418470699158,
3ce642f0-e12e-45dd-b504-ca7aaa2ca4f5,Ryan Health,Adair,565 Manhattan Ave,New York,NY,10027,US,40.80985317111037,-73.95365444058639,
bdd2da43-b2fd-47fd-bc79-802298afa6f1,Ryan Health,Lower East Side,279 East 3rd Street,New York,NY,10009,US,40.721605058858806,-73.98002251703382,
3e56397a-e4c2-4388-af21-82b837d04678,Ryan Health,Frederick Douglass,2381 Frederick Douglass Blvd,New York,NY,10027,US,40.812160844863335,-73.95019953210368,
c83b4470-6192-480b-b027-586402afadc5,St. Edmund's Episcopal Church,Bronx,1905 Morris Ave,BRONX,NY,10453,US,40.8499279,-73.9082118,
51909381-e65e-47b8-837e-3db156e07777,Catholic Charities Brooklyn and Queens (CCBQ),,2037 Utica Ave,Brooklyn,NY,11234,US,40.62230671370036,-73.92692574292047,
d000ac49-5d40-43eb-94df-3e6b87713fbb,Argus Community,ARU Outpatient Program,507 W 145th St,New York,NY,10031,US,40.82578405657812,-73.94821322441624,
1c0084b5-b5cc-4950-a924-db866b674ea7,VA Medical Center,St. Albans,179-00 Linden Blvd,Jamaica,NY,11434,US,40.690097891151616,-73.76855183542474,
1e03e854-8e5d-4655-8408-a602579f0927,Interborough Developmental & Consultation Center,Coney Island,2846 Stillwell Ave,Brooklyn,NY,11224,US,40.57799736368924,-73.98201320833417,
9c0cf54b-1e65-4ded-8cfa-5541a7fa0cbf,Catholic Charities,Corona Behavioral Health Clinic,91-14 37th Ave,Flushing,NY,11372,US,40.75057865749307,-73.87529260080588,
bdb2ff04-2283-4d8b-a24d-2ba5e219488b,Montefiore Medical Center � Albert Einstein Wellness Center,New Directions Recovery Center,2070 A Jerome Ave,Bronx,NY,10453,US,40.85413671906384,-73.90680561970908,
0589a5d4-0828-4778-ace9-4ad450599a33,NYC Health + Hospitals,Harlem Hospital,506 Lenox Ave,New York,NY,10037,US,40.814373434154795,-73.93987240172575,
a14f9d60-a576-4e05-9e11-f86584164bc4,Metro Community Health Centers (MCHCNY),Downtown Brooklyn,"177 Livingston St, Lower Level",Brooklyn,NY,11201,US,40.69026278758878,-73.98679850252466,
19cc2843-eb77-4b11-aad3-a49ef5ae3a1d,Housing Works,East New York Community Health Center,2640 Pitkin Ave,Brooklyn,NY,11208,US,40.674829554332845,-73.87457586683874,
f4d6346d-2a60-48f9-8bce-561274dae07d,Sun River Health,The Alpha School,2400 Linden Blvd,Brooklyn,NY,11208,US,40.66519090454278,-73.8744155316703,
a83ad0cc-5f6c-421b-9110-b6d524aee2f9,Parallax Center,,"145 E 32nd St, 6th Floor",New York,NY,10016,US,40.74502926639332,-73.98002505215526,
1fbff053-0c39-40e0-9f8e-af5c6d6a44b2,Staten Island University Hospital,Stapleton,111 Water St,Staten Island,NY,10304,US,40.62713358410498,-74.07780013230793,
c736c1d1-8ad4-4d35-a647-e8e995b0a848,Institute for Community Living (ICL),Borden Avenue Veterans Residence,21-10 Borden Ave,Queens,NY,11101,US,40.74010225782798,-73.9494903773535,
6455680b-11b2-4df1-bfa1-d1d752a4ce24,NewYork-Presbyterian (NYP),Queens,56-45 Main Street,Flushing,NY,11355,US,40.74678982474616,-73.8259811512256,
bf19e215-a60f-4350-a687-7522d3a5e48b,Sun River Health,"Sidney R. Baer, Jr.",347 W 37th St,New York,NY,10018,US,40.75508254679985,-73.99400503657819,
c0dd5712-af42-47a0-a88b-29bc7f62a282,CUNY New York City College of Technology,The Business & Industry Workforce Training Center (BIWTC),60 Tillary St,Brooklyn,NY,11201,US,40.69592455755737,-73.98792176362745,
83992ac7-4582-4156-9598-e3392fe4fd97,CAMBA,Job Development and Refugee Services,2244 Church Ave,Brooklyn,NY,11226,US,40.650333675813506,-73.95700571628704,
86c94915-5ee0-47c7-bd10-2db3534e2891,Youth Action YouthBuild (YAYB),East Harlem,206 E 118th St,New York,NY,10035,US,40.7988305,-73.9386916,
58ebbb13-092f-4847-8fac-045f9a4045d9,Midtown Center for Treatment and Research,,56 W 45th St,New York,NY,10036,US,40.75617771013311,-73.98177717181537,
61160913-9093-4f0e-a92e-04abfdbdf272,Interborough Developmental and Consultation Center,Flatbush,"1623 Kings Hwy, 1st Floor",Brooklyn,NY,11229,US,40.609788026988504,-73.95673749021303,
17bd886f-22b1-40a6-841d-f1d79fc44b51,Interborough Developmental and Consultation Center,Crown Heights,921 East New York Ave,Brooklyn,NY,11203,US,40.66304701517063,-73.93250569799528,
cbfe4d8b-cbfd-4f93-9b08-efe6b7a956b1,New Horizon Counseling Center,Ozone Park,108-19 Rockaway Blvd.,Queens,NY,11420,US,40.67816513226984,-73.83026052565687,
ed56854f-e8ec-40dd-83d5-8857b6386410,Montefiore Medical Center � Albert Einstein Wellness Center,Moses Campus,111 E 210th St,Bronx,NY,10467,US,40.88096314728364,-73.87881303970337,
8545b5ba-6ab6-43eb-abb9-b5a9caa7aefa,Lower East Side Service Center (LESC),Methadone Maintenance Treatment Program,46 E Broadway,New York,NY,10002,US,40.71387673272862,-73.99587873706142,
283754b1-794d-47f9-836c-9560b488581d,Betances Health Center (BHC),Bushwick,1427 Broadway,Brooklyn,NY,11221,US,40.688545756114294,-73.92001569952832,
ad1e09ed-b53b-416c-9519-9359c511f293,Acacia Network,Ram�n V�lez Health Care Center,754 E 151st St,Bronx,NY,10455,US,40.814665283756774,-73.9072876224499,
6f262eb1-ff7b-4711-bb9e-e6ddee3ffe93,Harlem United,The Nest Community Health Center,169 W 133rd St,New York,NY,10030,US,40.8138812796043,-73.94397544814343,
ae45bd62-5c16-406f-8f6a-301048cac6af,"United Yes We Can, Unidos Si Se Puedo, Inc.",Closed,221 E 122nd St,New York,NY,10035,US,40.80170450000001,-73.93667099999999,
bb121992-2245-4ccb-a9cb-480634882815,Breaking Ground,Main Office- External Affairs Department (No Direct Contact),505 8th Ave 5th Floor,New York,NY,10018,US,40.7531928,-73.9932413,
dbcb2040-6949-469d-9c44-0acaeab205a0,Special Treatment and Research (STAR),SUNY Downstate Health Sciences University,445-450 Lenox Rd,Brooklyn,NY,11203,US,40.65531919909265,-73.94479866022172,
e2627807-d5cb-48e0-931e-f495ac84b239,Venture House (VH),Jamaica,150-10 Hillside Ave,Queens,NY,11432,US,40.706531505803646,-73.80601055242815,
eaeb9bb7-d030-40aa-a0cd-9e51e708da00,Northwell Health,Lenox Health Greenwich Village,30 7th Ave,New York,NY,10011,US,40.73767517793194,-74.00066025046917,
70f3ebe9-aab7-4294-86a4-d5f6d53d0555,Mount Sinai Morningside,St. Luke's Hospital,443 W 113th St,New York,NY,10025,US,40.80480086860379,-73.96177670799418,
28c47a84-ff6c-4695-899a-b52de6ada8de,Venture House (VH),Staten Island,1442 Castleton Ave,Staten Island,NY,10302,US,40.63405107366603,-74.13099116782722,
427ee11f-771b-49a6-8a6f-2112a24c7166,"CREATE, Inc.",820 MRT Residential Chemical Dependence Treatment Program,123 W 111th St,New York,NY,10026,US,40.79949336590158,-73.95322783266568,
4ab21ad0-0d1e-41ee-9271-e7e5daeb6142,Argus Community,Faith Mission Alcohol Crisis Center,114-40 Van Wyck Expy,Queens,NY,11420,US,40.681532394532375,-73.80584220895304,
fb7c0b56-3872-48af-8f38-8fd83f2f56c2,CUNY York College,,94-20 Guy R Brewer Blvd,Queens,NY,11451,US,40.70109331341428,-73.79618632844105,
587583da-18a9-47f0-84dc-7104a68b8592,The Focus Forward Project,,P.O. Box 2892 Church St. Station,New York,NY,10007,US,40.71518940023089,-74.0077491606002,
8384ece1-12a4-4e2f-b3cf-3bf944b9ed3a,Greenwich House,Center on the Square,20 Washington Square N,New York,NY,10011,US,40.73197499765042,-73.99770861094657,
95c668f1-8c59-430f-a1ae-e64d396a7f5d,Counseling Service of Eastern District New York (CSEDNY),Queens,"163-18 Jamaica Ave, Suite 502",Jamaica,NY,11432,US,40.704668499074415,-73.79620060110092,
19011b56-474b-4acf-983b-38c9c980dafd,The PAC Program,Brooklyn,7 Debevoise St,Brooklyn,NY,11206,US,40.7016865521338,-73.94293090483609,
84ec9388-1ab5-440b-98e6-2a39966fb3fd,Mercy Center,"Second Location - By Appointment, only publish their main location","332 East 149th Street, 8th Floor",Bronx,NY,10451,US,40.8165456,-73.9202983,
ee19a52f-0e0e-4587-b6cb-8923b8823216,Workers Justice Project (WJP),Williamsburg,365 Broadway,Brooklyn,NY,11211,US,40.70764075325121,-73.95512658407252,
bf34a2c7-cffa-4ab2-8bbc-2c2f8524849b,Workers Justice Project (WJP),Sunset Park,4112 4th Ave,Brooklyn,NY,11232,US,40.65139053348054,-74.00785371029903,
4003b5d7-9775-43a2-8298-70224e0a4244,NYC Health + Hospitals/Gotham Health,Ida G. Israel Community Health Center,2925 W 19th St,Brooklyn,NY,11224,US,40.57592936322548,-73.9852634638879,
fb58573d-e43d-4537-be26-a0a71c00832c,Sun River Health,Matilda Raffa Cuomo,105-04 Sutphin Blvd,Queens,NY,11435,US,40.69535631604029,-73.803645631497,
d72eda6f-e707-461c-9550-8b816231a855,Sun River Health,Church Avenue,2412 Church Ave,Brooklyn,NY,11226,US,40.65035005530425,-73.95532524108206,
4a8e416a-c1f0-4e56-a869-42ff19e60ac8,Institute for Community Living (ICL),East New York Hub - Highland Park Center,2581 Atlantic Ave,Brooklyn,NY,11207,US,40.675817524074105,-73.89926360057903,
2df1a32e-cfcd-415e-ba5c-7926bb10cd1e,Self Help Community Services,Washington Heights,620 Fort Washington Ave,New York,NY,10040,US,40.85558372153582,-73.93639656464882,
dcf43bee-f30d-423d-adb8-92bfb5a85e97,Hamilton-Madison House,Day-Care Center,60 Catherine St,New York,NY,10038,US,40.71149169720156,-73.99715076210008,
f7e434c0-ef6b-425e-9886-317d4f83ae7a,Legal Aid Society,Brooklyn Housing Court Office,"141 Livingston Street, 2nd Floor",Brooklyn,NY,11201,US,40.69072831370965,-73.98812160962582,
204b6b1e-df30-414c-b288-03c2a6e47f1e,Damian Family Care Centers,Myrtle Avenue Health Center,117-11 Myrtle Ave,Jamaica,NY,11418,US,40.700273920408655,-73.83202276155049,
bf4577fd-fef0-498f-bd58-db342fee8aff,"Thomas White Jr. Foundation, Inc.",,162-04 Tuskegee Airmen Way,Jamaica,NY,11433,US,40.69924910607931,-73.79405339876527,
b63a9239-12e8-4cb7-b58c-f3a1cd56ce3f,Community Counseling and Mediation (CCM),Crown Heights,810 Classon Ave,Brooklyn,NY,11238,US,40.67280733767593,-73.9610770005393,
94808355-5904-42c7-9109-328b3e8b087a,Addicts Rehabilitation Center (ARC),Closed,1881 Park Ave,New York,NY,10035,US,40.8069721,-73.93719,
1bbaae64-86b4-41c5-beed-ff1976971a45,START Treatment and Recovery Centers � Start Care,East New York,494 Dumont Ave,Brooklyn,NY,11207,US,40.665213771696294,-73.90047204396,
662f53b2-71ea-47b4-9078-0fa84dbd4c41,NewYork-Presbyterian (NYP),Columbia University Irving Medical Center - Weil Cornell,630 W 168th St,New York,NY,10032,US,40.84130860145117,-73.94295735001106,
c4c84c68-0a19-4b13-a1ba-4ce4d64955f9,Arms Acres,Bronx Outpatient Clinic,3584 Jerome Ave,The Bronx,NY,10467,US,40.88498689503859,-73.87906871196019,
43a11a9e-9cb0-4810-8161-9fc1755cdcd8,Hispanic AIDS Forum,Queens Pride House,76-11 37th Ave,Jackson Heights,NY,11372,US,40.74937512639965,-73.88952352866143,
515a3940-3732-43e1-a939-fd5d859173e3,Northern Manhattan Improvement Corporation (NMIC),Main Office,45 Wadsworth Ave,New York,NY,10033,US,40.84619620717197,-73.93735333222979,
0ef55f80-6c88-4cbf-9e01-b01efa2f419f,CAMBA,Brooklyn YAS (LGBTQIA2S+ Accept Program),1259 Flatbush Ave,Brooklyn,NY,11226,US,40.63972695055874,-73.95463929762425,
18ab0ef9-03a2-4ec9-9ca6-660dfd076354,Trinity Place Shelter,Trinity Lutheran Church,168 W 100th St,New York,NY,10025,US,40.796204486809806,-73.96814128020911,
51f67940-354a-4f25-b23f-e4c0b59a7d04,NYC Health + Hospitals/Gotham Health,Williamsburg,279 Graham Ave / 225 Manhattan Ave,Brooklyn,NY,11211,US,40.71207987669078,-73.9442116224623,
2d36a0a0-cdc9-44b6-89e8-eb5ddc6b2068,NYC Health + Hospitals/Gotham Health,St. Nicholas,281 W 127th St,New York,NY,10027,US,40.81166328325289,-73.94957066650389,
ce666e74-ae97-4f38-a99f-2c580fbef125,NYC Health + Hospitals/Gotham Health,South Queens,114-02 Guy R Brewer Blvd,Jamaica,NY,11434,US,40.68856360881774,-73.78580633674687,
902536a1-5adf-4b49-bb34-e96d315eebb6,NYC Health + Hospitals/Gotham Health,Bedford,485 Throop Ave,Brooklyn,NY,11221,US,40.68554627979188,-73.94119972174987,
fc5edf0d-f2be-4151-814c-6e2b6608044c,NYC Health + Hospitals/Gotham Health,Gouverneur,227 Madison St,New York,NY,10002,US,40.71315646289897,-73.98790231897271,
ee939397-b7e6-4957-9ea7-bf61d1236ddf,Hamilton-Madison House,Smith Houses,50 Madison St,New York,NY,10038,US,40.711574455215214,-73.99779870705687,
cf77b0eb-8391-420e-aa8a-2bf09691f50c,Hellenic American Neighborhood Action Commit (HANAC),Queens,31-14 30th Ave,Long Island City,NY,11102,US,40.76653008056587,-73.92101501207888,
09b27fde-9f8e-4d92-acda-5c82d8572f8a,Lambda Legal,National Headquarters,"120 Wall St, 19th Floor",New York,NY,10005,US,40.70459446878901,-74.00627205354137,
fea9a01c-414a-4432-8026-36f69f8d464a,Morris Heights Health Center (MHHC),137th Street,625 E 137th St,The Bronx,NY,10454,US,40.80555210324958,-73.9159566438229,
83befe96-0764-436f-88be-f2adc43a842c,Service Program For Older People (SPOP),Red Oak Senior Center (Affiliate of SPOP),135 W 106th St,New York,NY,10025,US,40.8001198361736,-73.96434435499123,
751a53a8-e8fb-4270-a2c2-0006d689e0c6,Jericho Project,Intake Hub,39 Broadway,New York,NY,10006,US,40.70648241502994,-74.01307568351059,
cf39e0b3-e361-44a1-8600-ba14a99861af,The Floating Hospital,Queensbridge Health Center,10-29 41st Ave,Long Island City,NY,11101,US,40.75532276030993,-73.94435573548098,
1907d2bd-8fb0-4bea-bb3e-319c5caf1b61,Urban Health Plan (UHP),Peninsula Community Health Center,"1967 Turnbull Ave, 2nd Fl",The Bronx,NY,10473,US,40.823368546455214,-73.8567496461939,
da362d29-6b8a-4376-b3c1-5c23354f4d9f,"Inter-Group Association of Alcoholics Anonymous of New York, Inc.",Administrative Office,"307 7th Ave, Rm 303",New York,NY,10001,US,40.7467694,-73.99326429999999,
aa4e72b3-9e47-4e19-b7ee-61fdb79690d6,Joseph P. Addabbo Family Health Center,Far Rockaway,12-88 Central Ave,Queens,NY,11691,US,40.60780861432501,-73.74914697926599,
b80fb553-8948-4d50-8854-7aa2b4d72f01,Joseph P. Addabbo Family Health Center,Arverne,6200 Beach Channel Dr,Arverne,NY,11692,US,40.593386144233904,-73.7917285295845,
cdf65bab-cd8d-4d79-b363-2558b570ca67,Community Healthcare Network (CHN),Washington Heights Center,511 W 157th St,New York,NY,10032,US,40.833301017080146,-73.94250829617722,
994713ca-474b-4834-bf95-8076aa58e1c0,Community Healthcare Network (CHN),Long Island City,37-11 21st St,Queens,NY,11106,US,40.75935707477302,-73.93685879191557,
a5812581-6d5f-464e-a8b7-e74b0998cff2,Community Healthcare Network (CHN),Harlem Health Center,81 W 115th St,New York,NY,10026,US,40.801183206061296,-73.94958058702626,
d65e6248-2637-4009-a5e9-933c155407c8,Community Healthcare Network (CHN),East New York (Dr. Betty Shabazz Health Center),999 Blake Ave,Brooklyn,NY,11208,US,40.66994248940328,-73.88144483378606,
a1067d64-2c3d-4fdf-a250-7a7da1dc7c8f,Community Healthcare Network (CHN),Jamaica Health Center,89-44 164th St,Queens,NY,11432,US,40.706050577196926,-73.79652344368897,
421d2792-3c6a-4759-8ac4-4190e810ddc5,Apicha,Manhattan,400 Broadway,New York,NY,10013,US,40.71866998067306,-74.0023259551439,
a47a9a63-2015-4776-b821-067cd0cbb20b,Apicha,Queens,82-11 37th Ave,Queens,NY,11372,US,40.75000751941347,-73.88385318375667,
c055cf23-083e-47e9-b03c-b6cce5a8fd9c,Community Healthcare Network (CHN),South Bronx,975 Westchester Ave,The Bronx,NY,10459,US,40.82323469381561,-73.89525976144242,
e3813f9a-6b6b-4080-9281-a75bb4e4f06f,Community Healthcare Network (CHN),Lower East Side/Catherine M. Abate Center,255 E Houston St,New York,NY,10002,US,40.721625354922296,-73.98503350841679,
7b891073-568f-48af-b6ba-1524d19e70d9,My Hope 2020,,4580 Broadway,New York,NY,10040,US,40.8600901755653,-73.93065881248158,
5a684cc5-7624-4f5c-b0e1-1178b880728f,The Institute for Family Health (IFH),Stevenson Family Health Center,731 White Plains Rd,The Bronx,NY,10473,US,40.820374977143146,-73.85824276655208,
b63bf5f8-ff0c-4a6d-a504-a45ea421734f,Harlem East Life Plan (HELP),,2367-69 2nd Ave,New York,NY,10035,US,40.80068026957865,-73.9354668207804,
a500982e-c7bc-49af-baf0-0831cf873ec7,Jamaica Sexual Health Clinic,,90-37 Parsons Blvd,Queens,NY,11432,US,40.7039138503453,-73.800199434912,
6a242480-6c9f-4380-a99a-adffea6a1c75,Sun River Health,Staten Island,57 Bay St,Staten Island,NY,10301,US,40.640653001389445,-74.07548330347558,
6d3720c8-fd2e-47f0-860c-b5891f695a28,Staten Island Mental Health Society,Dr Kenneth Popler Children's Center,444 St Marks Pl,Staten Island,NY,10301,US,40.63880465686461,-74.07747502323846,
1d968ea2-8422-4a07-9658-1c100325fc7d,Samaritan Daytop Village,Harlem Outpatient Clinic,"2090 Adam Clayton Powell Jr Blvd, 7th Fl",New York,NY,10027,US,40.808686139148705,-73.94887835337278,
99ff93df-a1c4-40bf-ac9c-1fc399009bba,Ryan Health,Women and Children�s,801 Amsterdam Ave,New York,NY,10025,US,40.79591994097504,-73.9686682523559,
bc8442a9-d0de-49f4-9f06-527c2457e145,The Institute for Family Health (IFH),Amsterdam Family Health Center,690 Amsterdam Ave,New York,NY,10025,US,40.79253222655561,-73.9717518151615,
818bc265-4b78-4831-a067-b29c998bb59a,Acacia Network,Carlos Pagan Recovery Center,370 Hamilton Ave,Brooklyn,NY,11231,US,40.6733699610302,-74.00004215739601,
2f893130-cad8-4c16-a907-8eb6df358bb6,Saint Joseph's Medical Center,Alabama Avenue Clinic,490 Alabama Ave,Brooklyn,NY,11207,US,40.66418878015769,-73.89710025736761,
b6beddf5-13a5-439f-8d1e-139714f8696b,Hamilton-Madison House,"Behavioral Health Services, Administrative Office",253 South St,New York,NY,10005,US,40.71015559641282,-73.99040126694042,
9aaa0a91-1844-4f1c-a7ca-54d56deec641,NYU Dentistry,Affordable Clinic,345 E 24th St,New York,NY,10010,US,40.73826346655631,-73.97828394871912,
26062d99-3ae2-4ea8-a941-638bc3fbf659,NYC Health + Hospitals/Gotham Health,Judson,34 Spring St,New York,NY,10012,US,40.72155675467958,-73.99590046281813,
2e4952df-aaca-4a4b-b472-905f84f9fa0e,NYC Health + Hospitals,Bellevue Hospital Center,462 First Ave,New York,NY,10016,US,40.73973696080464,-73.9762128253044,
617a91d3-d06e-4f1a-99f3-fab19003de36,NYC Health + Hospitals,Gouverneur Clinic MMTP,109 Delancey St,New York,NY,10002,US,40.71844928164523,-73.98865196650212,
1aaf7143-050b-4a31-8e8f-4656aff10eb3,CoSMO (Columbia Student Medical Outreach Program),Audubon Clinic,29 Audubon Ave,New York,NY,10032,US,40.83941436439951,-73.93889164059375,
64e74071-a7dd-4554-9b7c-85f221073d76,Richmond University Medical Center,The Center For Integrative Behavioral Medicine,1130 South Ave,Staten Island,NY,10314,US,40.61260086666712,-74.17639451045541,
2e12f561-34d2-48a6-8cd5-d03cc97664d2,TRI Center,Brooklyn,"175 Remsen St, 11th Fl",Brooklyn,NY,11201,US,40.69346614840321,-73.99136960505535,
67b94f47-36b0-41f5-b56e-221b08f20e19,TRI Center,Bronx,2488 Grand Concourse,The Bronx,NY,10458,US,40.862026047781676,-73.896980551863,
218347f5-6a31-42b2-b266-226228641460,TRI Center,Manhattan,20 W 37th St,New York,NY,10018,US,40.750736973856576,-73.98454283809029,
99ed1b63-036b-457a-83df-884a230807b6,NYC Health + Hospitals/Gotham Health,Cumberland,100 N Portland Ave,Brooklyn,NY,11205,US,40.69512205635137,-73.97637918775615,
9c17cd86-63e0-42bc-93f5-fd1157b250f4,NYC Health + Hospitals/Gotham Health,Sydenham,264 W 118th St,New York,NY,10026,US,40.80518291405955,-73.9536591275853,
8ea0f5f0-7097-42c2-93e8-fde1a674eb33,NYC Health + Hospitals/Gotham Health,Springfield Gardens,134-64 Springfield Blvd,Queens,NY,11413,US,40.67885359096859,-73.75523450853845,
